pitch_type,pitcher,batter,pitcher_ID,batter_ID,speed,pitch_result,pa_result,pa_result_detail,description,balls,strikes,outs,inning,inning_topbot,score_away,score_home,outs_on_play,runs_scored,stands,throws,on_1b,on_2b,on_3b,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,on_1b_id,on_2b_id,on_3b_id,pos_1_id,pos_2_id,pos_3_id,pos_4_id,pos_5_id,pos_6_id,pos_7_id,pos_8_id,pos_9_id,px,pz,pfx_x,pfx_z,pfx_x_raw,pfx_z_raw,x0,z0,sz_top,sz_bot,y0,vx0,vy0,vz0,ax,ay,az,game_date,home,away,home_alias,away_alias,stadium,referee,pa_number,pitch_number,pitchID,gameID,wpa_rt,after_we_rt
커브,김연주,레이예스,54368,54529,114,볼,,,,0,0,0,5,B,0,4,0,0,양,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,0.953,1.855,5.509,-7.362,11.438,-58.507,-1.063,5.606,3.579,1.736,50,2.636,-102.726,2.278,5.871,17.432,-40.02,20250603,LT,WO,롯데,키움,사직,박종철,38,1,250603_182800,20250603WOLT02025,,
직구,김연주,레이예스,54368,54529,139,타격,2루타,2루타,레이예스 : 우중간 2루타;,1,0,0,5,B,0,4,0,0,양,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,0.424,2.801,-8.708,6.574,5.086,-21.851,-1.252,5.139,3.579,1.736,50,6.881,-124.69,-1.269,-13.592,27.067,-21.912,20250603,LT,WO,롯데,키움,사직,박종철,38,2,250603_182820,20250603WOLT02025,1.8,93.3
직구,김연주,전준우,54368,78513,142,타격,필드 아웃,플라이 아웃,전준우 : 중견수 플라이 아웃; 2루주자 레이예스 : 3루까지 진루;,0,0,0,5,B,0,4,1,0,우,우,,레이예스,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,54529,,54368,53312,76267,54394,78756,55392,78135,52305,64340,0.211,2.178,-5.688,7.17,2.535,-19.809,-1.065,5.142,3.389,1.644,50,5.028,-127.421,-3.28,-9.19,30.416,-20.591,20250603,LT,WO,롯데,키움,사직,박종철,39,1,250603_182912,20250603WOLT02025,-0.3,93
커브,김연주,윤동희,54368,52591,113,볼,,,,0,0,1,5,B,0,4,0,0,우,우,,,레이예스,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,54529,54368,53312,76267,54394,78756,55392,78135,52305,64340,0.887,1.703,2.155,-6.713,10.647,-58.227,-1.1,5.54,3.446,1.671,50,3.432,-101.723,2.041,2.264,16.272,-39.226,20250603,LT,WO,롯데,키움,사직,박종철,40,1,250603_183006,20250603WOLT02025,,
커브,김연주,윤동희,54368,52591,112,볼,,,,1,0,1,5,B,0,4,0,0,우,우,,,레이예스,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,54529,54368,53312,76267,54394,78756,55392,78135,52305,64340,1.381,3.1,6.142,-9.849,16.578,-64.471,-1.036,5.683,3.446,1.671,50,3.211,-100.342,5.531,6.274,15.953,-42.234,20250603,LT,WO,롯데,키움,사직,박종철,40,2,250603_183024,20250603WOLT02025,,
슬라이더,김연주,윤동희,54368,52591,125,볼,,,,2,0,1,5,B,0,4,0,0,우,우,,,레이예스,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,54529,54368,53312,76267,54394,78756,55392,78135,52305,64340,1.011,1.625,1.898,-0.433,12.132,-39.748,-1.147,4.978,3.446,1.671,50,4.249,-113.303,-0.09,2.429,23.64,-32.728,20250603,LT,WO,롯데,키움,사직,박종철,40,3,250603_183042,20250603WOLT02025,,
직구,김연주,윤동희,54368,52591,140,볼,볼넷,볼넷,윤동희 : 볼넷;,3,0,1,5,B,0,4,0,0,우,우,,,레이예스,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,54529,54368,53312,76267,54394,78756,55392,78135,52305,64340,1.804,1.759,-5.477,5.331,21.651,-23.122,-0.883,4.892,3.446,1.671,50,8.425,-124.99,-2.988,-8.75,22.865,-23.658,20250603,LT,WO,롯데,키움,사직,박종철,40,4,250603_183102,20250603WOLT02025,0.3,93.3
슬라이더,김연주,전민재,54368,68205,126,볼,,,,0,0,1,5,B,0,4,0,0,우,우,윤동희,,레이예스,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,52591,,54529,54368,53312,76267,54394,78756,55392,78135,52305,64340,1.412,0.678,-4.602,0.363,16.945,-37.741,-1.196,4.974,3.325,1.613,50,7.202,-112.685,-2.584,-6.046,16.278,-31.697,20250603,LT,WO,롯데,키움,사직,박종철,41,1,250603_183205,20250603WOLT02025,,
직구,김연주,전민재,54368,68205,140,타격,필드 아웃,플라이 아웃,전민재 : 우익수 플라이 아웃; 3루주자 레이예스 : 태그아웃 (우익수->포수 태그아웃);,1,0,1,5,B,0,4,2,0,우,우,윤동희,,레이예스,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,52591,,54529,54368,53312,76267,54394,78756,55392,78135,52305,64340,-0.151,3.172,-10.705,3.52,-1.811,-26.05,-1.321,4.954,3.325,1.613,50,6.331,-125.709,0.961,-17.006,27.194,-26.582,20250603,LT,WO,롯데,키움,사직,박종철,41,2,250603_183226,20250603WOLT02025,-3.6,89.7
체인지업,감보아,박수종,55532,52305,132,볼,,,,0,0,0,6,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.328,4.003,4.735,7.805,-3.936,-22.752,1.29,6.473,3.263,1.583,50,-5.25,-119.418,-1.349,6.796,24.288,-20.972,20250603,LT,WO,롯데,키움,사직,박종철,42,1,250603_183713,20250603WOLT02025,,
체인지업,감보아,박수종,55532,52305,133,헛스윙,,,,1,0,0,6,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.198,2.544,7.422,5.926,2.379,-25.555,1.617,6.073,3.263,1.583,50,-5.614,-118.995,-3.297,10.707,21.539,-23.625,20250603,LT,WO,롯데,키움,사직,박종철,42,2,250603_183729,20250603WOLT02025,,
직구,감보아,박수종,55532,52305,149,스트라이크,,,,1,1,0,6,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.784,3.006,3.798,11.361,9.411,-9.982,1.039,6.45,3.263,1.583,50,-1.975,-134.277,-6.898,6.875,31.398,-11.609,20250603,LT,WO,롯데,키움,사직,박종철,42,3,250603_183745,20250603WOLT02025,,
직구,감보아,박수종,55532,52305,150,볼,,,,1,2,0,6,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.568,4.48,4.869,8.479,-6.822,-14.255,0.853,6.578,3.263,1.583,50,-5.444,-134.295,-2.412,8.889,29.186,-16.696,20250603,LT,WO,롯데,키움,사직,박종철,42,4,250603_183803,20250603WOLT02025,,
커브,감보아,박수종,55532,52305,126,볼,,,,2,2,0,6,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,1.286,1.487,-1.901,-6.932,15.426,-49.492,1.533,6.366,3.263,1.583,50,-0.003,-113.967,-1.685,-2.454,24.503,-41.125,20250603,LT,WO,롯데,키움,사직,박종철,42,5,250603_183821,20250603WOLT02025,,
직구,감보아,박수종,55532,52305,149,볼,볼넷,볼넷,박수종 : 볼넷;,3,2,0,6,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,1.077,2.65,5.038,12.231,12.92,-8.661,1.48,6.46,3.263,1.583,50,-2.79,-134.553,-8.154,9.105,33.034,-10.066,20250603,LT,WO,롯데,키움,사직,박종철,42,6,250603_183841,20250603WOLT02025,2.3,12.6
직구,감보아,송성문,55532,65357,150,스트라이크,,,,0,0,0,6,T,0,4,0,0,좌,좌,박수종,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,52305,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.312,2.979,5.451,11.814,-3.744,-9.12,1.205,6.553,3.331,1.615,50,-5.891,-135.039,-7.455,9.919,33.374,-10.674,20250603,LT,WO,롯데,키움,사직,박종철,43,1,250603_183922,20250603WOLT02025,,
직구,감보아,송성문,55532,65357,150,타격,필드 아웃,플라이 아웃,송성문 : 좌익수 플라이 아웃;,0,1,0,6,T,0,4,1,0,좌,좌,박수종,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,52305,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.53,2.563,3.644,11.072,6.355,-10.177,1.283,6.405,3.331,1.615,50,-3.253,-135.868,-7.951,6.651,36.307,-11.964,20250603,LT,WO,롯데,키움,사직,박종철,43,2,250603_183945,20250603WOLT02025,-2.6,10
슬라이더,감보아,최주환,55532,76267,136,볼,,,,0,0,1,6,T,0,4,0,0,좌,좌,박수종,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,52305,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.266,4.469,-4.391,1.234,3.191,-30.956,1.907,6.364,3.228,1.566,50,-2.595,-123.08,1.658,-6.69,25.954,-30.294,20250603,LT,WO,롯데,키움,사직,박종철,44,1,250603_184031,20250603WOLT02025,,
직구,감보아,최주환,55532,76267,149,타격,필드 아웃,파울 플라이 아웃,최주환 : 1루수 파울플라이 아웃;,1,0,1,6,T,0,4,1,0,좌,좌,박수종,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,52305,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.152,2.19,2.414,12.554,1.83,-8.424,1.208,6.407,3.228,1.566,50,-3.596,-133.376,-9.235,4.324,30.213,-9.689,20250603,LT,WO,롯데,키움,사직,박종철,44,2,250603_184053,20250603WOLT02025,-2.2,7.8
직구,감보아,임지열,55532,64340,151,스트라이크,,,,0,0,2,6,T,0,4,0,0,우,좌,박수종,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,52305,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.852,2.315,5.365,11.439,10.227,-9.228,1.294,6.424,3.292,1.597,50,-3.039,-135.94,-8.926,9.937,32.618,-10.985,20250603,LT,WO,롯데,키움,사직,박종철,45,1,250603_184143,20250603WOLT02025,,
커브,감보아,임지열,55532,64340,127,타격,포스 아웃,땅볼 아웃,임지열 : 3루수 땅볼 아웃 (3루수->1루수 송구아웃);,0,1,2,6,T,0,4,1,0,우,좌,박수종,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,52305,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.494,2.119,-5.707,-8.253,-5.932,-50.751,1.31,6.398,3.292,1.597,50,-2.401,-114.83,-0.113,-7.536,23.456,-43.072,20250603,LT,WO,롯데,키움,사직,박종철,45,2,250603_184203,20250603WOLT02025,-1.6,6.2
,김연주,손호영,54368,50150,,,,,투수 김연주 : 투수 이강준 (으)로 교체;,0,0,0,6,B,0,4,0,0,우,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,,,,,,,,,,,,,,,,,,20250603,LT,WO,롯데,키움,사직,박종철,46,,,20250603WOLT02025,,
투심,이강준,손호영,50036,50150,154,타격,포스 아웃,땅볼 아웃,손호영 : 3루수 땅볼 아웃 (3루수->1루수 송구아웃);,0,0,0,6,B,0,4,1,0,우,우,,,,이강준,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,50036,53312,76267,54394,78756,55392,78135,52305,64340,-0.027,2.355,-6.656,1.508,-0.326,-23.628,-2.443,4.822,3.36,1.63,50,8.943,-137.958,-1.357,-12.854,30.104,-29.263,20250603,LT,WO,롯데,키움,사직,박종철,46,1,250603_184426,20250603WOLT02025,-0.6,93.2
투심,이강준,유강남,50036,61102,154,볼,,,,0,0,1,6,B,0,4,0,0,우,우,,,,이강준,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,50036,53312,76267,54394,78756,55392,78135,52305,64340,-0.244,1.39,-12.768,-2.711,-2.926,-30.001,-2.605,4.608,3.344,1.622,50,10.983,-139.631,-1.965,-24.754,36.699,-37.43,20250603,LT,WO,롯데,키움,사직,박종철,47,1,250603_184517,20250603WOLT02025,,
투심,이강준,유강남,50036,61102,154,파울,,,,1,0,1,6,B,0,4,0,0,우,우,,,,이강준,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,50036,53312,76267,54394,78756,55392,78135,52305,64340,0.773,1.689,-13.155,3.01,9.275,-21.116,-2.504,4.797,3.344,1.622,50,13.63,-139.127,-3.689,-25.53,34.096,-26.333,20250603,LT,WO,롯데,키움,사직,박종철,47,2,250603_184533,20250603WOLT02025,,
투심,이강준,유강남,50036,61102,156,타격,포스 아웃,땅볼 아웃,유강남 : 3루수 땅볼 아웃 (3루수->1루수 송구아웃);,1,1,1,6,B,0,4,1,0,우,우,,,,이강준,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,50036,53312,76267,54394,78756,55392,78135,52305,64340,0.452,1.995,-11.897,-1.002,5.425,-27.001,-2.384,4.778,3.344,1.622,50,12.068,-139.679,-1.466,-23.443,32.221,-34.148,20250603,LT,WO,롯데,키움,사직,박종철,47,3,250603_184553,20250603WOLT02025,-0.5,92.7
슬라이더,이강준,정훈,50036,60523,132,스트라이크,,,,0,0,2,6,B,0,4,0,0,우,우,,,,이강준,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,50036,53312,76267,54394,78756,55392,78135,52305,64340,0.001,3.462,9.295,-4.007,0.018,-41.703,-2.991,4.838,3.334,1.617,50,4.163,-117.904,4.899,13.163,21.152,-37.849,20250603,LT,WO,롯데,키움,사직,박종철,48,1,250603_184628,20250603WOLT02025,,
투심,이강준,정훈,50036,60523,156,헛스윙,,,,0,1,2,6,B,0,4,0,0,우,우,,,,이강준,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,50036,53312,76267,54394,78756,55392,78135,52305,64340,-0.347,2.596,-11.724,-1.249,-4.164,-27.294,-2.624,4.722,3.334,1.617,50,10.49,-139.557,0.41,-23.214,30.227,-34.648,20250603,LT,WO,롯데,키움,사직,박종철,48,2,250603_184642,20250603WOLT02025,,
슬라이더,이강준,정훈,50036,60523,135,헛스윙,삼진,삼진,정훈 : 삼진 아웃;,0,2,2,6,B,0,4,0,0,우,우,,,,이강준,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,50036,53312,76267,54394,78756,55392,78135,52305,64340,0.84,2.281,6.154,-7.191,10.079,-45.084,-2.825,4.906,3.334,1.617,50,6.839,-120.352,2.705,9.136,20.698,-42.849,20250603,LT,WO,롯데,키움,사직,박종철,48,3,250603_184702,20250603WOLT02025,-0.3,92.4
직구,감보아,김건희,55532,53312,148,볼,,,,0,0,0,7,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,1.006,4.939,0.977,6.345,12.069,-17.976,1.151,6.535,3.387,1.643,50,-0.716,-133.985,-0.258,1.756,31.962,-20.769,20250603,LT,WO,롯데,키움,사직,박종철,49,1,250603_184927,20250603WOLT02025,,
체인지업,감보아,김건희,55532,53312,135,볼,,,,1,0,0,7,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.25,1.5,8.652,6.466,-2.999,-23.333,1.492,6.071,3.387,1.643,50,-6.894,-120.821,-6.311,13.013,19.678,-22.448,20250603,LT,WO,롯데,키움,사직,박종철,49,2,250603_184945,20250603WOLT02025,,
직구,감보아,김건희,55532,53312,149,볼,,,,2,0,0,7,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.458,1.332,5.791,11.182,5.49,-10.171,1.209,6.272,3.387,1.643,50,-3.976,-134.838,-10.832,10.514,33.12,-11.873,20250603,LT,WO,롯데,키움,사직,박종철,49,3,250603_185003,20250603WOLT02025,,
직구,감보아,김건희,55532,53312,147,스트라이크,,,,3,0,0,7,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.005,3.414,5.034,11.066,-0.063,-10.92,1.255,6.494,3.387,1.643,50,-5.011,-132.874,-5.682,8.961,29.654,-12.478,20250603,LT,WO,롯데,키움,사직,박종철,49,4,250603_185027,20250603WOLT02025,,
직구,감보아,김건희,55532,53312,149,스트라이크,,,,3,1,0,7,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.634,3.423,5.021,11.359,7.613,-9.862,1.185,6.444,3.387,1.643,50,-3.182,-133.787,-5.817,9.137,27.792,-11.505,20250603,LT,WO,롯데,키움,사직,박종철,49,5,250603_185045,20250603WOLT02025,,
직구,감보아,김건희,55532,53312,151,헛스윙,삼진,삼진,김건희 : 삼진 아웃;,3,2,0,7,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.054,2.319,5.7,11.123,0.65,-9.572,1.204,6.292,3.387,1.643,50,-5.064,-135.965,-8.506,10.62,31.126,-11.45,20250603,LT,WO,롯데,키움,사직,박종철,49,6,250603_185117,20250603WOLT02025,-2.1,5.5
직구,감보아,이형종,55532,78135,151,헛스윙,,,,0,0,1,7,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.162,2.75,5.227,7.23,1.944,-15.66,1.064,6.377,3.303,1.602,50,-4.232,-136.074,-6.219,9.728,31.944,-18.719,20250603,LT,WO,롯데,키움,사직,박종철,50,1,250603_185146,20250603WOLT02025,,
직구,감보아,이형종,55532,78135,153,헛스윙,,,,0,1,1,7,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.475,2.719,1.295,9.199,5.7,-11.686,0.871,6.4,3.303,1.602,50,-1.535,-138.601,-7.376,2.493,33.9,-14.461,20250603,LT,WO,롯데,키움,사직,박종철,50,2,250603_185203,20250603WOLT02025,,
커브,감보아,이형종,55532,78135,129,파울,,,,0,2,1,7,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.722,2.755,-6.811,-8.224,8.664,-49.381,1.252,6.582,3.303,1.602,50,0.812,-116.795,0.662,-9.324,23.838,-43.432,20250603,LT,WO,롯데,키움,사직,박종철,50,3,250603_185233,20250603WOLT02025,,
직구,감보아,이형종,55532,78135,153,볼,,,,0,2,1,7,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,1.095,4.13,4.801,12.277,13.141,-6.837,0.998,6.656,3.303,1.602,50,-1.436,-138.227,-5.333,9.27,31.411,-8.471,20250603,LT,WO,롯데,키움,사직,박종철,50,4,250603_185252,20250603WOLT02025,,
직구,감보아,이형종,55532,78135,153,파울,,,,1,2,1,7,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.733,3.471,7.008,7.235,8.798,-14.906,1.243,6.387,3.303,1.602,50,-3.855,-137.505,-4.546,13.422,30.371,-18.316,20250603,LT,WO,롯데,키움,사직,박종철,50,5,250603_185313,20250603WOLT02025,,
슬라이더,감보아,이형종,55532,78135,138,타격,포스 아웃,땅볼 아웃,이형종 : 유격수 땅볼 아웃 (유격수->1루수 송구아웃);,1,2,1,7,T,0,4,1,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.043,3.296,-3.516,-4.296,-0.513,-38.663,1.563,6.363,3.303,1.602,50,-2.825,-124.923,0.38,-5.506,27.282,-38.902,20250603,LT,WO,롯데,키움,사직,박종철,50,6,250603_185338,20250603WOLT02025,-1.1,4.4
직구,감보아,오선진,55532,78756,152,파울,,,,0,0,2,7,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.382,3.322,3.663,10.487,4.58,-10.448,1.055,6.408,3.247,1.575,50,-3.083,-137.166,-5.951,6.848,35.66,-12.57,20250603,LT,WO,롯데,키움,사직,박종철,51,1,250603_185418,20250603WOLT02025,,
직구,감보아,오선진,55532,78756,153,스트라이크,,,,0,1,2,7,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.688,2.534,1.865,11.922,8.26,-7.731,1.027,6.4,3.247,1.575,50,-1.572,-137.947,-8.732,3.553,33.976,-9.466,20250603,LT,WO,롯데,키움,사직,박종철,51,2,250603_185440,20250603WOLT02025,,
직구,감보아,오선진,55532,78756,155,스트라이크,삼진,삼진,오선진 : 삼진 아웃;,0,2,2,7,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.809,2.425,2.496,11.842,9.713,-7.319,1.252,6.414,3.247,1.575,50,-2.097,-138.85,-9.248,4.854,32.143,-9.139,20250603,LT,WO,롯데,키움,사직,박종철,51,3,250603_185458,20250603WOLT02025,-0.6,3.8
,이강준,장두성,50036,68507,,,,,투수 이강준 : 투수 오석주 (으)로 교체;,0,0,0,7,B,0,4,0,0,좌,우,,,,이강준,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,50036,53312,76267,54394,78756,55392,78135,52305,64340,,,,,,,,,,,,,,,,,,20250603,LT,WO,롯데,키움,사직,박종철,52,,,20250603WOLT02025,,
직구,오석주,장두성,67116,68507,137,볼,,,,0,0,0,7,B,0,4,0,0,좌,우,,,,오석주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,67116,53312,76267,54394,78756,55392,78135,52305,64340,-1.021,3.567,-5.71,3.749,-12.25,-25.408,-1.97,5.962,3.234,1.568,50,4.204,-125.521,-0.69,-9.171,23.794,-26.152,20250603,LT,WO,롯데,키움,사직,박종철,52,1,250603_185724,20250603WOLT02025,,
직구,오석주,장두성,67116,68507,139,파울,,,,1,0,0,7,B,0,4,0,0,좌,우,,,,오석주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,67116,53312,76267,54394,78756,55392,78135,52305,64340,-0.437,2.613,-6.655,3.056,-5.248,-26.685,-2.105,5.787,3.234,1.568,50,6.276,-125.113,-2.354,-10.623,23.555,-27.296,20250603,LT,WO,롯데,키움,사직,박종철,52,2,250603_185740,20250603WOLT02025,,
커브,오석주,장두성,67116,68507,110,볼,,,,1,1,0,7,B,0,4,0,0,좌,우,,,,오석주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,67116,53312,76267,54394,78756,55392,78135,52305,64340,-1.882,3.415,7.412,-14.335,-22.582,-73.148,-2.092,6.344,3.234,1.568,50,-1.464,-99.029,6.171,7.303,16.959,-46.299,20250603,LT,WO,롯데,키움,사직,박종철,52,3,250603_185802,20250603WOLT02025,,
직구,오석주,장두성,67116,68507,139,볼,,,,2,1,0,7,B,0,4,0,0,좌,우,,,,오석주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,67116,53312,76267,54394,78756,55392,78135,52305,64340,-0.788,3.944,-1.262,6.847,-9.459,-21.018,-1.901,6.163,3.234,1.568,50,3.149,-124.248,-1.152,-1.999,21.65,-21.322,20250603,LT,WO,롯데,키움,사직,박종철,52,4,250603_185819,20250603WOLT02025,,
직구,오석주,장두성,67116,68507,140,볼,볼넷,볼넷,장두성 : 볼넷;,3,1,0,7,B,0,4,0,0,좌,우,,,,오석주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,67116,53312,76267,54394,78756,55392,78135,52305,64340,-0.643,3.631,-2.504,3.831,-7.714,-25.111,-2.025,5.997,3.234,1.568,50,4.255,-126.45,-0.681,-4.038,26.753,-25.996,20250603,LT,WO,롯데,키움,사직,박종철,52,5,250603_185837,20250603WOLT02025,0.5,96.7
커브,오석주,고승민,67116,69517,110,스트라이크,,,,0,0,0,7,B,0,4,0,0,좌,우,장두성,,,오석주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,68507,,,67116,53312,76267,54394,78756,55392,78135,52305,64340,-0.587,1.939,6.497,-13.302,-7.048,-72.052,-1.853,6.255,3.457,1.677,50,0.824,-99.237,3.271,6.31,19.737,-45.094,20250603,LT,WO,롯데,키움,사직,박종철,53,1,250603_185920,20250603WOLT02025,,
체인지업,오석주,고승민,67116,69517,131,볼,,,,0,1,0,7,B,0,4,0,0,좌,우,장두성,,,오석주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,68507,,,67116,53312,76267,54394,78756,55392,78135,52305,64340,-1.444,1.045,-11.34,1.122,-17.33,-34.017,-1.975,5.695,3.457,1.677,50,4.648,-118.386,-4.219,-15.865,25.602,-30.604,20250603,LT,WO,롯데,키움,사직,박종철,53,2,250603_190007,20250603WOLT02025,,
직구,오석주,고승민,67116,69517,141,볼,,,,1,1,0,7,B,0,4,0,0,좌,우,장두성,,,오석주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,68507,,,67116,53312,76267,54394,78756,55392,78135,52305,64340,-1.605,1.329,-4.185,9.26,-19.258,-16.896,-2.255,5.711,3.457,1.677,50,2.962,-126.037,-7.383,-6.695,26.902,-17.358,20250603,LT,WO,롯데,키움,사직,박종철,53,3,250603_190033,20250603WOLT02025,,
직구,오석주,고승민,67116,69517,140,타격,포스 아웃,땅볼 아웃,고승민 : 2루수 앞 땅볼로 출루; 1루주자 장두성 : 포스아웃 (2루수->유격수 2루 터치아웃);,2,1,0,7,B,0,4,1,0,좌,우,장두성,,,오석주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,68507,,,67116,53312,76267,54394,78756,55392,78135,52305,64340,-0.43,2.406,-3.43,6.027,-5.158,-21.827,-1.808,5.764,3.457,1.677,50,4.536,-125.428,-3.826,-5.516,23.121,-22.482,20250603,LT,WO,롯데,키움,사직,박종철,53,4,250603_190102,20250603WOLT02025,-0.5,96.2
